row,col,population,withdrawal_ratio,behavioral_energy,mean_stress,stress_variance,reproduction_rate,occupancy_pressure,local_clustering,behavioral_momentum,phase_state,is_extinct
0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,expansion,True
0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,expansion,True
0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,expansion,True
0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,expansion,True
0,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,expansion,True
0,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,expansion,True
0,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,expansion,True
0,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,expansion,True
0,8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,expansion,True
0,9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,expansion,True
0,10,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,expansion,True
0,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,expansion,True
0,12,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,expansion,True
0,13,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,expansion,True
0,14,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,expansion,True
0,15,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,expansion,True
1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,expansion,True
1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,expansion,True
1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,expansion,True
1,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,expansion,True
1,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,expansion,True
1,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,expansion,True
1,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,expansion,True
1,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,expansion,True
1,8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,expansion,True
1,9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,expansion,True
1,10,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,expansion,True
1,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,expansion,True
1,12,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,expansion,True
1,13,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,expansion,True
1,14,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,expansion,True
1,15,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,expansion,True
2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,expansion,True
2,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,expansion,True
2,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,expansion,True
2,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,expansion,True
2,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,expansion,True
2,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,expansion,True
2,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,expansion,True
2,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,expansion,True
2,8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,expansion,True
2,9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,expansion,True
2,10,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,expansion,True
2,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,expansion,True
2,12,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,expansion,True
2,13,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,expansion,True
2,14,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,expansion,True
2,15,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,expansion,True
3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,expansion,True
3,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,expansion,True
3,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,expansion,True
3,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,expansion,True
3,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,expansion,True
3,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,expansion,True
3,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,expansion,True
3,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,expansion,True
3,8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,expansion,True
3,9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,expansion,True
3,10,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,expansion,True
3,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,expansion,True
3,12,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,expansion,True
3,13,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,expansion,True
3,14,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,expansion,True
3,15,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,expansion,True
4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,expansion,True
4,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,expansion,True
4,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,expansion,True
4,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,expansion,True
4,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,expansion,True
4,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,expansion,True
4,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,expansion,True
4,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,expansion,True
4,8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,expansion,True
4,9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,expansion,True
4,10,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,expansion,True
4,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,expansion,True
4,12,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,expansion,True
4,13,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,expansion,True
4,14,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,expansion,True
4,15,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,expansion,True
5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,expansion,True
5,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,expansion,True
5,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,expansion,True
5,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,expansion,True
5,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,expansion,True
5,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,expansion,True
5,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,expansion,True
5,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,expansion,True
5,8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,expansion,True
5,9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,expansion,True
5,10,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,expansion,True
5,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,expansion,True
5,12,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,expansion,True
5,13,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,expansion,True
5,14,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,expansion,True
5,15,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,expansion,True
6,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,expansion,True
6,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,expansion,True
6,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,expansion,True
6,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,expansion,True
6,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,expansion,True
6,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,expansion,True
6,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,expansion,True
6,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,expansion,True
6,8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,expansion,True
6,9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,expansion,True
6,10,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,expansion,True
6,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,expansion,True
6,12,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,expansion,True
6,13,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,expansion,True
6,14,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,expansion,True
6,15,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,expansion,True
7,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,expansion,True
7,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,expansion,True
7,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,expansion,True
7,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,expansion,True
7,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,expansion,True
7,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,expansion,True
7,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,expansion,True
7,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,expansion,True
7,8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,expansion,True
7,9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,expansion,True
7,10,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,expansion,True
7,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,expansion,True
7,12,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,expansion,True
7,13,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,expansion,True
7,14,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,expansion,True
7,15,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,expansion,True
8,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,expansion,True
8,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,expansion,True
8,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,expansion,True
8,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,expansion,True
8,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,expansion,True
8,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,expansion,True
8,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,expansion,True
8,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,expansion,True
8,8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,expansion,True
8,9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,expansion,True
8,10,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,expansion,True
8,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,expansion,True
8,12,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,expansion,True
8,13,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,expansion,True
8,14,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,expansion,True
8,15,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,expansion,True
9,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,expansion,True
9,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,expansion,True
9,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,expansion,True
9,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,expansion,True
9,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,expansion,True
9,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,expansion,True
9,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,expansion,True
9,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,expansion,True
9,8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,expansion,True
9,9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,expansion,True
9,10,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,expansion,True
9,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,expansion,True
9,12,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,expansion,True
9,13,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,expansion,True
9,14,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,expansion,True
9,15,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,expansion,True
10,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,expansion,True
10,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,expansion,True
10,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,expansion,True
10,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,expansion,True
10,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,expansion,True
10,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,expansion,True
10,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,expansion,True
10,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,expansion,True
10,8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,expansion,True
10,9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,expansion,True
10,10,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,expansion,True
10,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,expansion,True
10,12,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,expansion,True
10,13,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,expansion,True
10,14,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,expansion,True
10,15,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,expansion,True
11,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,expansion,True
11,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,expansion,True
11,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,expansion,True
11,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,expansion,True
11,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,expansion,True
11,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,expansion,True
11,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,expansion,True
11,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,expansion,True
11,8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,expansion,True
11,9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,expansion,True
11,10,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,expansion,True
11,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,expansion,True
11,12,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,expansion,True
11,13,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,expansion,True
11,14,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,expansion,True
11,15,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,expansion,True
12,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,expansion,True
12,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,expansion,True
12,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,expansion,True
12,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,expansion,True
12,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,expansion,True
12,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,expansion,True
12,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,expansion,True
12,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,expansion,True
12,8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,expansion,True
12,9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,expansion,True
12,10,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,expansion,True
12,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,expansion,True
12,12,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,expansion,True
12,13,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,expansion,True
12,14,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,expansion,True
12,15,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,expansion,True
13,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,expansion,True
13,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,expansion,True
13,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,expansion,True
13,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,expansion,True
13,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,expansion,True
13,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,expansion,True
13,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,expansion,True
13,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,expansion,True
13,8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,expansion,True
13,9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,expansion,True
13,10,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,expansion,True
13,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,expansion,True
13,12,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,expansion,True
13,13,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,expansion,True
13,14,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,expansion,True
13,15,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,expansion,True
14,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,expansion,True
14,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,expansion,True
14,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,expansion,True
14,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,expansion,True
14,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,expansion,True
14,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,expansion,True
14,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,expansion,True
14,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,expansion,True
14,8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,expansion,True
14,9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,expansion,True
14,10,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,expansion,True
14,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,expansion,True
14,12,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,expansion,True
14,13,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,expansion,True
14,14,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,expansion,True
14,15,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,expansion,True
15,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,expansion,True
15,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,expansion,True
15,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,expansion,True
15,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,expansion,True
15,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,expansion,True
15,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,expansion,True
15,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,expansion,True
15,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,expansion,True
15,8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,expansion,True
15,9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,expansion,True
15,10,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,expansion,True
15,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,expansion,True
15,12,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,expansion,True
15,13,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,expansion,True
15,14,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,expansion,True
15,15,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,expansion,True
